,day,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt
13560,24,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1045,50
13561,24,1,7,6,0,2,1,1,0.66,0.6061,0.83,0.1343,190
13562,24,1,7,7,0,2,1,1,0.7,0.6667,0.74,0.1642,516
13563,24,1,7,8,0,2,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,743
13564,24,1,7,9,0,2,1,1,0.84,0.8029999999999999,0.53,0.0,339
13565,24,1,7,10,0,2,1,1,0.82,0.7879,0.56,0.2985,218
13566,24,1,7,11,0,2,1,2,0.84,0.8029999999999999,0.53,0.3284,201
13567,24,1,7,12,0,2,1,2,0.82,0.7879,0.56,0.2239,229
13568,24,1,7,13,0,2,1,2,0.84,0.8029999999999999,0.53,0.2985,273
13569,24,1,7,14,0,2,1,2,0.84,0.8029999999999999,0.53,0.2239,244
13570,24,1,7,15,0,2,1,1,0.82,0.7727,0.49,0.2985,285
13571,24,1,7,16,0,2,1,1,0.8,0.7576,0.55,0.2985,455
13572,24,1,7,17,0,2,1,1,0.8,0.7424,0.52,0.3284,869
13573,24,1,7,18,0,2,1,1,0.76,0.7121,0.62,0.3284,877
13574,24,1,7,19,0,2,1,1,0.76,0.7121,0.62,0.1642,632
13575,24,1,7,20,0,2,1,1,0.74,0.6970000000000001,0.66,0.1642,523
13576,24,1,7,21,0,2,1,1,0.74,0.6970000000000001,0.66,0.2239,378
13577,24,1,7,22,0,2,1,1,0.74,0.6970000000000001,0.66,0.2537,269
13578,24,1,7,23,0,2,1,1,0.74,0.6818,0.58,0.3284,192
13579,25,1,7,0,0,3,1,1,0.72,0.6667,0.58,0.2985,66
13580,25,1,7,1,0,3,1,1,0.7,0.6515,0.58,0.19399999999999998,28
13581,25,1,7,2,0,3,1,1,0.68,0.6364,0.61,0.2239,12
13582,25,1,7,3,0,3,1,1,0.66,0.6212,0.65,0.2239,12
13583,25,1,7,4,0,3,1,1,0.64,0.6061,0.65,0.2239,4
13584,25,1,7,5,0,3,1,1,0.64,0.6061,0.65,0.1642,59
13585,25,1,7,6,0,3,1,1,0.64,0.6061,0.65,0.19399999999999998,190
13586,25,1,7,7,0,3,1,1,0.66,0.6212,0.5,0.3284,507
13587,25,1,7,8,0,3,1,1,0.7,0.6364,0.42,0.2537,788
13588,25,1,7,9,0,3,1,1,0.72,0.6515,0.37,0.2985,342
13589,25,1,7,10,0,3,1,1,0.74,0.6515,0.37,0.0,231
13590,25,1,7,11,0,3,1,1,0.76,0.6667,0.33,0.0,281
13591,25,1,7,12,0,3,1,1,0.76,0.6667,0.33,0.0,310
13592,25,1,7,13,0,3,1,1,0.78,0.6818,0.31,0.1642,312
13593,25,1,7,14,0,3,1,1,0.8,0.6970000000000001,0.29,0.1343,247
13594,25,1,7,15,0,3,1,1,0.78,0.6818,0.31,0.0896,317
13595,25,1,7,16,0,3,1,1,0.8,0.6970000000000001,0.29,0.1642,484
13596,25,1,7,17,0,3,1,1,0.8,0.6970000000000001,0.31,0.0,913
13597,25,1,7,18,0,3,1,1,0.8,0.6970000000000001,0.27,0.1343,891
13598,25,1,7,19,0,3,1,1,0.76,0.6667,0.33,0.1343,698
13599,25,1,7,20,0,3,1,1,0.74,0.6515,0.4,0.1642,567
13600,25,1,7,21,0,3,1,1,0.72,0.6515,0.45,0.1343,397
13601,25,1,7,22,0,3,1,1,0.7,0.6515,0.58,0.1343,278
13602,25,1,7,23,0,3,1,1,0.68,0.6364,0.57,0.2985,239
13603,26,1,7,0,0,4,1,1,0.66,0.6212,0.65,0.19399999999999998,92
13604,26,1,7,1,0,4,1,1,0.66,0.6212,0.65,0.2239,29
13605,26,1,7,2,0,4,1,1,0.66,0.6212,0.69,0.2537,21
13606,26,1,7,3,0,4,1,1,0.66,0.6212,0.69,0.2239,8
13607,26,1,7,4,0,4,1,1,0.66,0.6212,0.74,0.19399999999999998,4
13608,26,1,7,5,0,4,1,1,0.66,0.6212,0.74,0.19399999999999998,42
13609,26,1,7,6,0,4,1,1,0.66,0.6061,0.78,0.2537,181
13610,26,1,7,7,0,4,1,1,0.7,0.6667,0.74,0.2537,495
13611,26,1,7,8,0,4,1,2,0.7,0.6667,0.74,0.2537,729
13612,26,1,7,9,0,4,1,2,0.72,0.6818,0.7,0.1343,344
13613,26,1,7,10,0,4,1,1,0.74,0.6970000000000001,0.7,0.2239,222
13614,26,1,7,11,0,4,1,1,0.8,0.8029999999999999,0.66,0.2239,212
13615,26,1,7,12,0,4,1,1,0.84,0.8182,0.56,0.2537,279
13616,26,1,7,13,0,4,1,1,0.86,0.8333,0.53,0.2985,242
13617,26,1,7,14,0,4,1,1,0.9,0.8788,0.47,0.2537,213
13618,26,1,7,15,0,4,1,1,0.92,0.8939,0.42,0.2985,238
13619,26,1,7,16,0,4,1,1,0.94,0.8788,0.38,0.3881,374
13620,26,1,7,17,0,4,1,1,0.9,0.8636,0.45,0.4179,738
13621,26,1,7,18,0,4,1,1,0.92,0.8788,0.4,0.3582,688
13622,26,1,7,19,0,4,1,1,0.9,0.8636,0.45,0.3284,614
13623,26,1,7,20,0,4,1,1,0.86,0.8182,0.5,0.2537,446
13624,26,1,7,21,0,4,1,1,0.8,0.7424,0.49,0.6119,271
13625,26,1,7,22,0,4,1,1,0.8,0.7424,0.49,0.6119,234
13626,26,1,7,23,0,4,1,1,0.72,0.6818,0.7,0.1343,145
13627,27,1,7,0,0,5,1,1,0.72,0.6818,0.7,0.0,97
13628,27,1,7,1,0,5,1,1,0.72,0.6818,0.7,0.1045,54
13629,27,1,7,2,0,5,1,1,0.7,0.6667,0.79,0.1343,26
13630,27,1,7,3,0,5,1,1,0.7,0.6667,0.74,0.1642,12
13631,27,1,7,4,0,5,1,1,0.7,0.6667,0.79,0.0,8
13632,27,1,7,5,0,5,1,1,0.7,0.6667,0.84,0.0,37
13633,27,1,7,6,0,5,1,1,0.7,0.6667,0.79,0.0,139
13634,27,1,7,7,0,5,1,1,0.72,0.6818,0.7,0.19399999999999998,410
13635,27,1,7,8,0,5,1,1,0.76,0.7273,0.66,0.0896,676
13636,27,1,7,9,0,5,1,1,0.82,0.7727,0.49,0.2836,363
13637,27,1,7,10,0,5,1,1,0.84,0.7727,0.47,0.0,231
13638,27,1,7,11,0,5,1,1,0.84,0.7727,0.47,0.3284,251
13639,27,1,7,12,0,5,1,1,0.84,0.7879,0.49,0.3582,299
13640,27,1,7,13,0,5,1,1,0.84,0.7727,0.47,0.2836,314
13641,27,1,7,14,0,5,1,1,0.86,0.8029999999999999,0.47,0.2985,326
13642,27,1,7,15,0,5,1,1,0.86,0.7879,0.41,0.2239,323
13643,27,1,7,16,0,5,1,1,0.84,0.7727,0.47,0.2239,499
13644,27,1,7,17,0,5,1,1,0.86,0.7879,0.41,0.2836,699
13645,27,1,7,18,0,5,1,1,0.82,0.7576,0.46,0.1642,622
13646,27,1,7,19,0,5,1,1,0.82,0.7727,0.52,0.19399999999999998,516
13647,27,1,7,20,0,5,1,1,0.78,0.7424,0.59,0.1045,354
13648,27,1,7,21,0,5,1,1,0.78,0.7424,0.59,0.1045,260
13649,27,1,7,22,0,5,1,1,0.78,0.7424,0.59,0.1343,199
13650,27,1,7,23,0,5,1,1,0.76,0.7273,0.66,0.0,189
13651,28,1,7,0,0,6,0,1,0.74,0.6818,0.62,0.1343,191
13652,28,1,7,1,0,6,0,1,0.72,0.6818,0.7,0.0896,80
13653,28,1,7,2,0,6,0,1,0.72,0.6818,0.7,0.0,90
13654,28,1,7,3,0,6,0,1,0.72,0.6818,0.7,0.0,43
13655,28,1,7,4,0,6,0,1,0.7,0.6667,0.79,0.19399999999999998,11
13656,28,1,7,5,0,6,0,1,0.68,0.6364,0.79,0.1642,14
13657,28,1,7,6,0,6,0,1,0.7,0.6515,0.7,0.1045,50
13658,28,1,7,7,0,6,0,1,0.72,0.6818,0.7,0.1343,76
13659,28,1,7,8,0,6,0,1,0.74,0.6970000000000001,0.66,0.1642,163
13660,28,1,7,9,0,6,0,1,0.78,0.7424,0.59,0.1045,337
13661,28,1,7,10,0,6,0,1,0.82,0.7727,0.52,0.2239,395
13662,28,1,7,11,0,6,0,1,0.84,0.7424,0.39,0.2239,457
13663,28,1,7,12,0,6,0,1,0.84,0.7576,0.41,0.2239,487
13664,28,1,7,13,0,6,0,1,0.86,0.7879,0.41,0.2836,498
13665,28,1,7,14,0,6,0,1,0.86,0.7727,0.39,0.2537,494
13666,28,1,7,15,0,6,0,1,0.88,0.7727,0.32,0.2836,497
13667,28,1,7,16,0,6,0,1,0.86,0.7727,0.39,0.2239,487
13668,28,1,7,17,0,6,0,1,0.82,0.7576,0.46,0.19399999999999998,479
13669,28,1,7,18,0,6,0,1,0.82,0.7424,0.43,0.2836,481
13670,28,1,7,19,0,6,0,1,0.68,0.6364,0.83,0.0,338
13671,28,1,7,20,0,6,0,1,0.66,0.6061,0.83,0.2239,233
13672,28,1,7,21,0,6,0,1,0.66,0.6061,0.78,0.0896,300
13673,28,1,7,22,0,6,0,1,0.66,0.6061,0.78,0.0896,276
13674,28,1,7,23,0,6,0,1,0.66,0.6061,0.83,0.0896,208
13675,29,1,7,0,0,0,0,1,0.66,0.5909,0.89,0.1343,188
13676,29,1,7,1,0,0,0,1,0.66,0.6061,0.83,0.1045,158
13677,29,1,7,2,0,0,0,1,0.66,0.6212,0.74,0.1343,112
13678,29,1,7,3,0,0,0,1,0.66,0.6212,0.69,0.2239,55
13679,29,1,7,4,0,0,0,1,0.64,0.6061,0.69,0.19399999999999998,13
13680,29,1,7,5,0,0,0,1,0.62,0.5909,0.78,0.19399999999999998,17
13681,29,1,7,6,0,0,0,1,0.64,0.6061,0.73,0.1642,18
13682,29,1,7,7,0,0,0,1,0.66,0.6212,0.69,0.2537,40
13683,29,1,7,8,0,0,0,1,0.7,0.6515,0.65,0.2239,127
13684,29,1,7,9,0,0,0,1,0.72,0.6818,0.62,0.2537,226
13685,29,1,7,10,0,0,0,1,0.74,0.6818,0.62,0.0,381
13686,29,1,7,11,0,0,0,1,0.76,0.6970000000000001,0.55,0.2239,509
13687,29,1,7,12,0,0,0,1,0.76,0.6970000000000001,0.55,0.3284,511
13688,29,1,7,13,0,0,0,1,0.8,0.7424,0.49,0.2239,483
13689,29,1,7,14,0,0,0,1,0.8,0.7273,0.46,0.19399999999999998,522
13690,29,1,7,15,0,0,0,1,0.8,0.7273,0.43,0.1343,501
13691,29,1,7,16,0,0,0,1,0.8,0.7273,0.43,0.1343,521
13692,29,1,7,17,0,0,0,1,0.82,0.7424,0.41,0.1642,531
13693,29,1,7,18,0,0,0,1,0.8,0.7121,0.41,0.2985,419
13694,29,1,7,19,0,0,0,1,0.76,0.6970000000000001,0.55,0.1642,443
13695,29,1,7,20,0,0,0,1,0.74,0.6970000000000001,0.66,0.1045,303
13696,29,1,7,21,0,0,0,1,0.72,0.6818,0.7,0.1343,271
13697,29,1,7,22,0,0,0,1,0.7,0.6515,0.7,0.1045,148
13698,29,1,7,23,0,0,0,1,0.7,0.6515,0.7,0.0,100
13699,30,1,7,0,0,1,1,1,0.7,0.6667,0.74,0.0896,58
13700,30,1,7,1,0,1,1,1,0.7,0.6667,0.74,0.0,19
13701,30,1,7,2,0,1,1,1,0.68,0.6364,0.74,0.0,8
13702,30,1,7,3,0,1,1,1,0.66,0.6061,0.83,0.0,3
13703,30,1,7,4,0,1,1,1,0.66,0.6061,0.83,0.0,5
13704,30,1,7,5,0,1,1,1,0.66,0.6061,0.83,0.1045,47
13705,30,1,7,6,0,1,1,1,0.66,0.6061,0.83,0.1642,161
13706,30,1,7,7,0,1,1,1,0.7,0.6667,0.79,0.0896,469
13707,30,1,7,8,0,1,1,2,0.72,0.6970000000000001,0.74,0.1045,751
13708,30,1,7,9,0,1,1,2,0.74,0.6970000000000001,0.7,0.0,293
13709,30,1,7,10,0,1,1,2,0.74,0.6970000000000001,0.66,0.2239,189
13710,30,1,7,11,0,1,1,2,0.78,0.7273,0.55,0.1343,215
13711,30,1,7,12,0,1,1,2,0.76,0.7121,0.58,0.1045,278
13712,30,1,7,13,0,1,1,1,0.8,0.7424,0.49,0.1642,226
13713,30,1,7,14,0,1,1,1,0.8,0.7424,0.49,0.2239,254
13714,30,1,7,15,0,1,1,1,0.8,0.7424,0.49,0.2537,236
13715,30,1,7,16,0,1,1,1,0.8,0.7424,0.49,0.2836,425
13716,30,1,7,17,0,1,1,1,0.76,0.6970000000000001,0.55,0.3284,827
13717,30,1,7,18,0,1,1,1,0.76,0.7121,0.58,0.4179,812
13718,30,1,7,19,0,1,1,1,0.82,0.7727,0.52,0.1642,665
13719,30,1,7,20,0,1,1,1,0.72,0.6818,0.7,0.2239,462
13720,30,1,7,21,0,1,1,1,0.72,0.6818,0.7,0.19399999999999998,322
13721,30,1,7,22,0,1,1,2,0.7,0.6667,0.74,0.2239,230
13722,30,1,7,23,0,1,1,1,0.7,0.6667,0.74,0.19399999999999998,150
13723,31,1,7,0,0,2,1,1,0.68,0.6364,0.79,0.1343,38
13724,31,1,7,1,0,2,1,1,0.66,0.6061,0.83,0.1343,21
13725,31,1,7,2,0,2,1,1,0.66,0.6061,0.83,0.1343,8
13726,31,1,7,3,0,2,1,1,0.66,0.6061,0.83,0.0896,6
13727,31,1,7,4,0,2,1,1,0.66,0.6061,0.83,0.0896,6
13728,31,1,7,5,0,2,1,1,0.66,0.6061,0.83,0.1642,45
13729,31,1,7,6,0,2,1,1,0.64,0.5758,0.89,0.1642,194
13730,31,1,7,7,0,2,1,1,0.68,0.6364,0.83,0.2239,513
13731,31,1,7,8,0,2,1,1,0.7,0.6667,0.79,0.1343,760
13732,31,1,7,9,0,2,1,1,0.72,0.6818,0.7,0.1045,333
13733,31,1,7,10,0,2,1,1,0.72,0.6818,0.66,0.0,227
13734,31,1,7,11,0,2,1,1,0.76,0.7121,0.58,0.0,224
13735,31,1,7,12,0,2,1,1,0.8,0.7273,0.46,0.0,248
13736,31,1,7,13,0,2,1,1,0.8,0.7576,0.55,0.2836,288
13737,31,1,7,14,0,2,1,1,0.8,0.7576,0.55,0.2836,260
13738,31,1,7,15,0,2,1,1,0.76,0.7121,0.62,0.1343,144
13739,31,1,7,16,0,2,1,1,0.76,0.7121,0.58,0.2239,402
13740,31,1,7,17,0,2,1,1,0.78,0.7121,0.52,0.2239,820
13741,31,1,7,18,0,2,1,1,0.76,0.6970000000000001,0.55,0.2836,857
13742,31,1,7,19,0,2,1,3,0.74,0.6818,0.62,0.3582,614
13743,31,1,7,20,0,2,1,3,0.7,0.6515,0.7,0.19399999999999998,452
13744,31,1,7,21,0,2,1,1,0.68,0.6364,0.79,0.19399999999999998,352
13745,31,1,7,22,0,2,1,1,0.68,0.6364,0.74,0.2537,257
13746,31,1,7,23,0,2,1,2,0.66,0.6061,0.83,0.1642,147
13747,1,1,8,0,0,3,1,1,0.68,0.6364,0.79,0.1642,47
13748,1,1,8,1,0,3,1,1,0.66,0.6061,0.83,0.0896,33
13749,1,1,8,2,0,3,1,1,0.64,0.5758,0.83,0.1045,13
13750,1,1,8,3,0,3,1,1,0.64,0.5758,0.83,0.1045,7
13751,1,1,8,4,0,3,1,2,0.64,0.5909,0.78,0.1343,4
13752,1,1,8,5,0,3,1,2,0.64,0.5909,0.78,0.1343,49
13753,1,1,8,6,0,3,1,1,0.64,0.5909,0.78,0.1343,185
13754,1,1,8,7,0,3,1,2,0.64,0.5758,0.83,0.1343,487
13755,1,1,8,8,0,3,1,2,0.66,0.6061,0.78,0.19399999999999998,681
13756,1,1,8,9,0,3,1,2,0.68,0.6364,0.74,0.0896,350
13757,1,1,8,10,0,3,1,1,0.72,0.6818,0.66,0.0896,236
13758,1,1,8,11,0,3,1,1,0.76,0.7121,0.58,0.0896,234
13759,1,1,8,12,0,3,1,1,0.8,0.7424,0.49,0.1045,284
13760,1,1,8,13,0,3,1,1,0.8,0.7424,0.52,0.1642,280
13761,1,1,8,14,0,3,1,1,0.82,0.7576,0.46,0.1642,263
13762,1,1,8,15,0,3,1,1,0.82,0.7576,0.46,0.1642,295
13763,1,1,8,16,0,3,1,1,0.8,0.7576,0.55,0.2836,479
13764,1,1,8,17,0,3,1,1,0.8,0.7424,0.49,0.1642,837
13765,1,1,8,18,0,3,1,3,0.76,0.7121,0.62,0.2239,891
13766,1,1,8,19,0,3,1,1,0.74,0.6970000000000001,0.66,0.2537,652
13767,1,1,8,20,0,3,1,1,0.74,0.6970000000000001,0.66,0.1642,513
13768,1,1,8,21,0,3,1,1,0.72,0.6818,0.7,0.1343,320
13769,1,1,8,22,0,3,1,1,0.72,0.6818,0.7,0.1045,288
13770,1,1,8,23,0,3,1,1,0.7,0.6667,0.74,0.0,152
13771,2,1,8,0,0,4,1,1,0.7,0.6667,0.74,0.0,63
13772,2,1,8,1,0,4,1,1,0.68,0.6364,0.79,0.1045,42
13773,2,1,8,2,0,4,1,1,0.66,0.6061,0.83,0.0896,11
13774,2,1,8,3,0,4,1,1,0.66,0.6061,0.83,0.0,6
13775,2,1,8,4,0,4,1,1,0.66,0.6061,0.83,0.0,9
13776,2,1,8,5,0,4,1,1,0.66,0.5909,0.89,0.1343,41
13777,2,1,8,6,0,4,1,1,0.66,0.6061,0.83,0.0,183
13778,2,1,8,7,0,4,1,1,0.7,0.6667,0.79,0.0,473
13779,2,1,8,8,0,4,1,1,0.72,0.6970000000000001,0.74,0.1045,739
13780,2,1,8,9,0,4,1,1,0.76,0.7273,0.66,0.1045,343
13781,2,1,8,10,0,4,1,1,0.8,0.7576,0.55,0.0,181
13782,2,1,8,11,0,4,1,1,0.82,0.7727,0.52,0.1045,226
13783,2,1,8,12,0,4,1,1,0.84,0.7576,0.44,0.1343,286
13784,2,1,8,13,0,4,1,1,0.86,0.7879,0.44,0.2239,310
13785,2,1,8,14,0,4,1,1,0.86,0.7879,0.41,0.1343,225
13786,2,1,8,15,0,4,1,1,0.78,0.7424,0.62,0.4627,270
13787,2,1,8,16,0,4,1,1,0.82,0.7576,0.46,0.19399999999999998,406
13788,2,1,8,17,0,4,1,1,0.82,0.7727,0.52,0.2537,865
13789,2,1,8,18,0,4,1,1,0.8,0.7727,0.59,0.2239,767
13790,2,1,8,19,0,4,1,1,0.8,0.7879,0.63,0.1642,607
13791,2,1,8,20,0,4,1,1,0.78,0.7576,0.66,0.0,427
13792,2,1,8,21,0,4,1,1,0.76,0.7273,0.66,0.2239,342
13793,2,1,8,22,0,4,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,262
13794,2,1,8,23,0,4,1,1,0.72,0.6818,0.7,0.2537,177
13795,3,1,8,0,0,5,1,1,0.72,0.6818,0.7,0.19399999999999998,71
13796,3,1,8,1,0,5,1,1,0.7,0.6667,0.74,0.19399999999999998,43
13797,3,1,8,2,0,5,1,1,0.68,0.6364,0.79,0.2239,14
13798,3,1,8,3,0,5,1,1,0.68,0.6364,0.79,0.2239,6
13799,3,1,8,4,0,5,1,1,0.66,0.6061,0.83,0.2537,12
13800,3,1,8,5,0,5,1,1,0.66,0.6061,0.83,0.1642,37
13801,3,1,8,6,0,5,1,1,0.66,0.6061,0.83,0.2239,163
13802,3,1,8,7,0,5,1,1,0.7,0.6667,0.74,0.1045,421
13803,3,1,8,8,0,5,1,1,0.72,0.6818,0.7,0.1343,668
13804,3,1,8,9,0,5,1,2,0.74,0.6970000000000001,0.66,0.1045,396
13805,3,1,8,10,0,5,1,2,0.8,0.7424,0.52,0.19399999999999998,249
13806,3,1,8,11,0,5,1,2,0.84,0.7879,0.49,0.2836,263
13807,3,1,8,12,0,5,1,2,0.86,0.8182,0.5,0.2985,338
13808,3,1,8,13,0,5,1,2,0.86,0.8029999999999999,0.47,0.2836,345
13809,3,1,8,14,0,5,1,2,0.86,0.7879,0.44,0.2537,331
13810,3,1,8,15,0,5,1,1,0.88,0.8182,0.42,0.2537,380
13811,3,1,8,16,0,5,1,2,0.86,0.7879,0.41,0.2239,492
13812,3,1,8,17,0,5,1,2,0.84,0.8029999999999999,0.53,0.2836,741
13813,3,1,8,18,0,5,1,2,0.82,0.8029999999999999,0.59,0.2537,671
13814,3,1,8,19,0,5,1,2,0.8,0.7879,0.63,0.2239,469
13815,3,1,8,20,0,5,1,2,0.78,0.7576,0.66,0.2239,389
13816,3,1,8,21,0,5,1,2,0.76,0.7273,0.66,0.19399999999999998,278
13817,3,1,8,22,0,5,1,1,0.76,0.7273,0.7,0.2537,202
13818,3,1,8,23,0,5,1,1,0.74,0.7121,0.79,0.1343,196
13819,4,1,8,0,0,6,0,1,0.74,0.7121,0.79,0.1642,161
13820,4,1,8,1,0,6,0,1,0.72,0.7121,0.84,0.19399999999999998,122
13821,4,1,8,2,0,6,0,1,0.72,0.7121,0.84,0.1343,84
13822,4,1,8,3,0,6,0,1,0.72,0.7121,0.84,0.1343,30
13823,4,1,8,4,0,6,0,1,0.72,0.6970000000000001,0.79,0.19399999999999998,13
13824,4,1,8,5,0,6,0,1,0.7,0.6667,0.84,0.2239,17
13825,4,1,8,6,0,6,0,1,0.7,0.6667,0.84,0.2239,49
13826,4,1,8,7,0,6,0,1,0.72,0.6970000000000001,0.77,0.1642,67
13827,4,1,8,8,0,6,0,1,0.74,0.7273,0.72,0.19399999999999998,181
13828,4,1,8,9,0,6,0,1,0.78,0.7576,0.65,0.2239,278
13829,4,1,8,10,0,6,0,1,0.82,0.7727,0.57,0.19399999999999998,396
13830,4,1,8,11,0,6,0,1,0.86,0.8029999999999999,0.47,0.2537,470
13831,4,1,8,12,0,6,0,1,0.86,0.7879,0.4,0.3582,547
13832,4,1,8,13,0,6,0,1,0.88,0.8182,0.42,0.2985,527
13833,4,1,8,14,0,6,0,1,0.88,0.8029999999999999,0.4,0.3881,472
13834,4,1,8,15,0,6,0,1,0.88,0.8182,0.42,0.4179,489
13835,4,1,8,16,0,6,0,1,0.9,0.8182,0.39,0.2985,450
13836,4,1,8,17,0,6,0,1,0.88,0.7879,0.37,0.2985,492
13837,4,1,8,18,0,6,0,1,0.86,0.7879,0.41,0.3284,490
13838,4,1,8,19,0,6,0,1,0.82,0.7727,0.52,0.3582,397
13839,4,1,8,20,0,6,0,1,0.82,0.7727,0.52,0.2985,312
13840,4,1,8,21,0,6,0,1,0.8,0.7727,0.59,0.2537,289
13841,4,1,8,22,0,6,0,1,0.76,0.7273,0.66,0.2836,269
13842,4,1,8,23,0,6,0,1,0.76,0.7273,0.66,0.2985,222
13843,5,1,8,0,0,0,0,1,0.74,0.6970000000000001,0.7,0.2836,153
13844,5,1,8,1,0,0,0,1,0.74,0.6970000000000001,0.7,0.2537,87
13845,5,1,8,2,0,0,0,1,0.74,0.6970000000000001,0.7,0.2985,73
13846,5,1,8,3,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,41
13847,5,1,8,4,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,14
13848,5,1,8,5,0,0,0,1,0.72,0.6970000000000001,0.74,0.2537,19
13849,5,1,8,6,0,0,0,1,0.72,0.6970000000000001,0.79,0.2537,19
13850,5,1,8,7,0,0,0,1,0.74,0.7121,0.74,0.2985,68
13851,5,1,8,8,0,0,0,1,0.76,0.7273,0.66,0.3284,108
13852,5,1,8,9,0,0,0,1,0.8,0.7727,0.59,0.3582,229
13853,5,1,8,10,0,0,0,1,0.8,0.7727,0.59,0.4179,364
13854,5,1,8,11,0,0,0,1,0.82,0.7879,0.56,0.4179,437
13855,5,1,8,12,0,0,0,1,0.86,0.8029999999999999,0.47,0.5224,491
13856,5,1,8,13,0,0,0,1,0.88,0.8182,0.44,0.4627,523
13857,5,1,8,14,0,0,0,1,0.9,0.8485,0.42,0.4627,526
13858,5,1,8,15,0,0,0,1,0.9,0.8182,0.37,0.5224,450
13859,5,1,8,16,0,0,0,1,0.82,0.7576,0.46,0.2537,421
13860,5,1,8,17,0,0,0,1,0.82,0.7576,0.46,0.2537,382
13861,5,1,8,18,0,0,0,3,0.7,0.6667,0.74,0.1343,229
13862,5,1,8,19,0,0,0,1,0.7,0.6667,0.84,0.2239,185
13863,5,1,8,20,0,0,0,1,0.7,0.6667,0.84,0.1045,193
13864,5,1,8,21,0,0,0,1,0.72,0.6970000000000001,0.79,0.1045,208
13865,5,1,8,22,0,0,0,1,0.72,0.6970000000000001,0.79,0.0896,157
13866,5,1,8,23,0,0,0,2,0.72,0.6970000000000001,0.79,0.1642,87
13867,6,1,8,0,0,1,1,2,0.72,0.6970000000000001,0.79,0.0,33
13868,6,1,8,1,0,1,1,1,0.72,0.6970000000000001,0.79,0.0896,11
13869,6,1,8,2,0,1,1,2,0.72,0.6970000000000001,0.79,0.1343,5
13870,6,1,8,3,0,1,1,3,0.72,0.6970000000000001,0.79,0.0896,5
13871,6,1,8,4,0,1,1,2,0.72,0.6970000000000001,0.74,0.1343,11
13872,6,1,8,5,0,1,1,1,0.7,0.6667,0.79,0.19399999999999998,25
13873,6,1,8,6,0,1,1,2,0.7,0.6667,0.79,0.2239,141
13874,6,1,8,7,0,1,1,3,0.72,0.6818,0.7,0.19399999999999998,407
13875,6,1,8,8,0,1,1,2,0.7,0.6667,0.79,0.0,605
13876,6,1,8,9,0,1,1,3,0.7,0.6667,0.79,0.1642,276
13877,6,1,8,10,0,1,1,1,0.74,0.6970000000000001,0.7,0.2239,213
13878,6,1,8,11,0,1,1,1,0.76,0.7273,0.66,0.1343,260
13879,6,1,8,12,0,1,1,2,0.78,0.7273,0.55,0.0896,285
13880,6,1,8,13,0,1,1,1,0.8,0.7424,0.49,0.2239,289
13881,6,1,8,14,0,1,1,1,0.82,0.7576,0.46,0.0,287
13882,6,1,8,15,0,1,1,1,0.82,0.7576,0.46,0.1343,274
13883,6,1,8,16,0,1,1,1,0.84,0.7576,0.41,0.1045,451
13884,6,1,8,17,0,1,1,1,0.82,0.7424,0.41,0.0,858
13885,6,1,8,18,0,1,1,1,0.82,0.7424,0.41,0.1343,843
13886,6,1,8,19,0,1,1,1,0.78,0.7424,0.59,0.19399999999999998,640
13887,6,1,8,20,0,1,1,1,0.76,0.7273,0.66,0.1642,457
13888,6,1,8,21,0,1,1,1,0.74,0.6970000000000001,0.7,0.19399999999999998,317
13889,6,1,8,22,0,1,1,1,0.74,0.6970000000000001,0.7,0.0896,207
13890,6,1,8,23,0,1,1,1,0.72,0.6970000000000001,0.74,0.19399999999999998,113
13891,7,1,8,0,0,2,1,1,0.7,0.6667,0.84,0.19399999999999998,47
13892,7,1,8,1,0,2,1,1,0.7,0.6667,0.84,0.1343,18
13893,7,1,8,2,0,2,1,1,0.7,0.6667,0.84,0.1343,13
13894,7,1,8,3,0,2,1,1,0.7,0.6667,0.84,0.0,6
13895,7,1,8,4,0,2,1,1,0.68,0.6364,0.83,0.1343,9
13896,7,1,8,5,0,2,1,1,0.7,0.6667,0.79,0.1045,36
13897,7,1,8,6,0,2,1,2,0.7,0.6667,0.79,0.19399999999999998,179
13898,7,1,8,7,0,2,1,2,0.7,0.6667,0.74,0.1343,502
13899,7,1,8,8,0,2,1,2,0.7,0.6515,0.7,0.1642,705
13900,7,1,8,9,0,2,1,2,0.7,0.6667,0.74,0.1343,327
13901,7,1,8,10,0,2,1,2,0.74,0.6970000000000001,0.7,0.1343,250
13902,7,1,8,11,0,2,1,2,0.76,0.7273,0.66,0.0896,214
13903,7,1,8,12,0,2,1,2,0.8,0.7576,0.55,0.1343,283
13904,7,1,8,13,0,2,1,2,0.8,0.7424,0.52,0.19399999999999998,253
13905,7,1,8,14,0,2,1,2,0.82,0.7576,0.46,0.0,261
13906,7,1,8,15,0,2,1,1,0.8,0.7424,0.52,0.0,306
13907,7,1,8,16,0,2,1,3,0.76,0.7273,0.66,0.2836,445
13908,7,1,8,17,0,2,1,2,0.78,0.7424,0.62,0.1343,868
